VAR,Variable,Unit,Country,Year,Value
PHARALIM,A-Alimentary tract and metabolism,NBPYEANB,Australia,2010,145.8
PHARALIM,A-Alimentary tract and metabolism,NBPYEANB,Australia,2011,151.5
PHARALIM,A-Alimentary tract and metabolism,NBPYEANB,Australia,2012,153.5
PHARALIM,A-Alimentary tract and metabolism,NBPYEANB,Australia,2013,150
PHARALIM,A-Alimentary tract and metabolism,NBPYEANB,Australia,2014,151.9
PHARALIM,A-Alimentary tract and metabolism,NBPYEANB,Australia,2015,151.3
PHARALIM,A-Alimentary tract and metabolism,NBPYEANB,Australia,2016,149.5
PHARALIM,A-Alimentary tract and metabolism,NBPYEANB,Australia,2017,149.3
PHARALIM,A-Alimentary tract and metabolism,NBPYEANB,Australia,2018,150.8
PHARALIM,A-Alimentary tract and metabolism,NBPYEANB,Australia,2019,144.2
PHARALIM,A-Alimentary tract and metabolism,NBPYEANB,Australia,2020,139.2
PHARPEPT,A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,Australia,2010,68.8
PHARPEPT,A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,Australia,2011,71.5
PHARPEPT,A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,Australia,2012,73.3
PHARPEPT,A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,Australia,2013,76.2
PHARPEPT,A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,Australia,2014,77.8
PHARPEPT,A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,Australia,2015,77.5
PHARPEPT,A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,Australia,2016,78
PHARPEPT,A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,Australia,2017,77.3
PHARPEPT,A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,Australia,2018,76
PHARPEPT,A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,Australia,2019,68.3
PHARPEPT,A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,Australia,2020,62.4
PHARDIAB,A10-Drugs used in diabetes,NBPYEANB,Australia,2010,57.8
PHARDIAB,A10-Drugs used in diabetes,NBPYEANB,Australia,2011,59.6
PHARDIAB,A10-Drugs used in diabetes,NBPYEANB,Australia,2012,60.5
PHARDIAB,A10-Drugs used in diabetes,NBPYEANB,Australia,2013,57.5
PHARDIAB,A10-Drugs used in diabetes,NBPYEANB,Australia,2014,57.5
PHARDIAB,A10-Drugs used in diabetes,NBPYEANB,Australia,2015,57.5
PHARDIAB,A10-Drugs used in diabetes,NBPYEANB,Australia,2016,56.7
PHARDIAB,A10-Drugs used in diabetes,NBPYEANB,Australia,2017,57.1
PHARDIAB,A10-Drugs used in diabetes,NBPYEANB,Australia,2018,57.8
PHARDIAB,A10-Drugs used in diabetes,NBPYEANB,Australia,2019,57.5
PHARDIAB,A10-Drugs used in diabetes,NBPYEANB,Australia,2020,60
PHARBLOO,B-Blood and blood forming organs,NBPYEANB,Australia,2010,44.5
PHARBLOO,B-Blood and blood forming organs,NBPYEANB,Australia,2011,43.4
PHARBLOO,B-Blood and blood forming organs,NBPYEANB,Australia,2012,43.5
PHARBLOO,B-Blood and blood forming organs,NBPYEANB,Australia,2013,44.1
PHARBLOO,B-Blood and blood forming organs,NBPYEANB,Australia,2014,45
PHARBLOO,B-Blood and blood forming organs,NBPYEANB,Australia,2015,46.1
PHARBLOO,B-Blood and blood forming organs,NBPYEANB,Australia,2016,35.4
PHARBLOO,B-Blood and blood forming organs,NBPYEANB,Australia,2017,36.3
PHARBLOO,B-Blood and blood forming organs,NBPYEANB,Australia,2018,37.4
PHARBLOO,B-Blood and blood forming organs,NBPYEANB,Australia,2019,37.7
PHARBLOO,B-Blood and blood forming organs,NBPYEANB,Australia,2020,38.7
PHARCARV,C-Cardiovascular system,NBPYEANB,Australia,2010,390.9
PHARCARV,C-Cardiovascular system,NBPYEANB,Australia,2011,392.2
PHARCARV,C-Cardiovascular system,NBPYEANB,Australia,2012,389.2
PHARCARV,C-Cardiovascular system,NBPYEANB,Australia,2013,388.1
PHARCARV,C-Cardiovascular system,NBPYEANB,Australia,2014,380.3
PHARCARV,C-Cardiovascular system,NBPYEANB,Australia,2015,376.3
PHARCARV,C-Cardiovascular system,NBPYEANB,Australia,2016,371.3
PHARCARV,C-Cardiovascular system,NBPYEANB,Australia,2017,368.5
PHARCARV,C-Cardiovascular system,NBPYEANB,Australia,2018,371.6
PHARCARV,C-Cardiovascular system,NBPYEANB,Australia,2019,371.7
PHARCARV,C-Cardiovascular system,NBPYEANB,Australia,2020,383.8
PHARGLYC,C01A-Cardiac glycosides,NBPYEANB,Australia,2010,3.4
PHARGLYC,C01A-Cardiac glycosides,NBPYEANB,Australia,2011,3.3
PHARGLYC,C01A-Cardiac glycosides,NBPYEANB,Australia,2012,3.2
PHARGLYC,C01A-Cardiac glycosides,NBPYEANB,Australia,2013,3.1
PHARGLYC,C01A-Cardiac glycosides,NBPYEANB,Australia,2014,2.9
PHARGLYC,C01A-Cardiac glycosides,NBPYEANB,Australia,2015,2.7
PHARGLYC,C01A-Cardiac glycosides,NBPYEANB,Australia,2016,2.5
PHARGLYC,C01A-Cardiac glycosides,NBPYEANB,Australia,2017,2.4
PHARGLYC,C01A-Cardiac glycosides,NBPYEANB,Australia,2018,2.3
PHARGLYC,C01A-Cardiac glycosides,NBPYEANB,Australia,2019,2.1
PHARGLYC,C01A-Cardiac glycosides,NBPYEANB,Australia,2020,2.1
PHARARIT,"C01B-Antiarrhythmics, Class I and III",NBPYEANB,Australia,2010,1.8
PHARARIT,"C01B-Antiarrhythmics, Class I and III",NBPYEANB,Australia,2011,1.9
PHARARIT,"C01B-Antiarrhythmics, Class I and III",NBPYEANB,Australia,2012,1.9
PHARARIT,"C01B-Antiarrhythmics, Class I and III",NBPYEANB,Australia,2013,1.9
PHARARIT,"C01B-Antiarrhythmics, Class I and III",NBPYEANB,Australia,2014,1.9
PHARARIT,"C01B-Antiarrhythmics, Class I and III",NBPYEANB,Australia,2015,2
PHARARIT,"C01B-Antiarrhythmics, Class I and III",NBPYEANB,Australia,2016,2
PHARARIT,"C01B-Antiarrhythmics, Class I and III",NBPYEANB,Australia,2017,2
PHARARIT,"C01B-Antiarrhythmics, Class I and III",NBPYEANB,Australia,2018,2.1
PHARARIT,"C01B-Antiarrhythmics, Class I and III",NBPYEANB,Australia,2019,2.2
PHARARIT,"C01B-Antiarrhythmics, Class I and III",NBPYEANB,Australia,2020,2.2
PHARHYPO,C02-Antihypertensives,NBPYEANB,Australia,2010,6.1
PHARHYPO,C02-Antihypertensives,NBPYEANB,Australia,2011,6.6
PHARHYPO,C02-Antihypertensives,NBPYEANB,Australia,2012,7.1
PHARHYPO,C02-Antihypertensives,NBPYEANB,Australia,2013,7.5
PHARHYPO,C02-Antihypertensives,NBPYEANB,Australia,2014,7.8
PHARHYPO,C02-Antihypertensives,NBPYEANB,Australia,2015,7.8
PHARHYPO,C02-Antihypertensives,NBPYEANB,Australia,2016,8
PHARHYPO,C02-Antihypertensives,NBPYEANB,Australia,2017,8
PHARHYPO,C02-Antihypertensives,NBPYEANB,Australia,2018,8.2
PHARHYPO,C02-Antihypertensives,NBPYEANB,Australia,2019,8.6
PHARHYPO,C02-Antihypertensives,NBPYEANB,Australia,2020,9.2
PHARDIUR,C03-Diuretics,NBPYEANB,Australia,2010,26.6
PHARDIUR,C03-Diuretics,NBPYEANB,Australia,2011,26.3
PHARDIUR,C03-Diuretics,NBPYEANB,Australia,2012,26.3
PHARDIUR,C03-Diuretics,NBPYEANB,Australia,2013,26.3
PHARDIUR,C03-Diuretics,NBPYEANB,Australia,2014,26.1
PHARDIUR,C03-Diuretics,NBPYEANB,Australia,2015,25.7
PHARDIUR,C03-Diuretics,NBPYEANB,Australia,2016,25.2
PHARDIUR,C03-Diuretics,NBPYEANB,Australia,2017,25.2
PHARDIUR,C03-Diuretics,NBPYEANB,Australia,2018,24.9
PHARDIUR,C03-Diuretics,NBPYEANB,Australia,2019,24.6
PHARDIUR,C03-Diuretics,NBPYEANB,Australia,2020,25.3
PHARBETA,C07-Beta blocking agents,NBPYEANB,Australia,2010,25.6
PHARBETA,C07-Beta blocking agents,NBPYEANB,Australia,2011,25.7
PHARBETA,C07-Beta blocking agents,NBPYEANB,Australia,2012,26
PHARBETA,C07-Beta blocking agents,NBPYEANB,Australia,2013,26.4
PHARBETA,C07-Beta blocking agents,NBPYEANB,Australia,2014,26.3
PHARBETA,C07-Beta blocking agents,NBPYEANB,Australia,2015,26
PHARBETA,C07-Beta blocking agents,NBPYEANB,Australia,2016,25.8
PHARBETA,C07-Beta blocking agents,NBPYEANB,Australia,2017,25.5
PHARBETA,C07-Beta blocking agents,NBPYEANB,Australia,2018,25.5
PHARBETA,C07-Beta blocking agents,NBPYEANB,Australia,2019,25.3
PHARBETA,C07-Beta blocking agents,NBPYEANB,Australia,2020,25.8
PHARCCBR,C08-Calcium channel blockers,NBPYEANB,Australia,2010,47.5
PHARCCBR,C08-Calcium channel blockers,NBPYEANB,Australia,2011,45.7
PHARCCBR,C08-Calcium channel blockers,NBPYEANB,Australia,2012,44.2
PHARCCBR,C08-Calcium channel blockers,NBPYEANB,Australia,2013,43.5
PHARCCBR,C08-Calcium channel blockers,NBPYEANB,Australia,2014,41.9
PHARCCBR,C08-Calcium channel blockers,NBPYEANB,Australia,2015,40.4
PHARCCBR,C08-Calcium channel blockers,NBPYEANB,Australia,2016,39.2
PHARCCBR,C08-Calcium channel blockers,NBPYEANB,Australia,2017,38.3
PHARCCBR,C08-Calcium channel blockers,NBPYEANB,Australia,2018,38
PHARCCBR,C08-Calcium channel blockers,NBPYEANB,Australia,2019,37.6
PHARCCBR,C08-Calcium channel blockers,NBPYEANB,Australia,2020,38.8
PHARARAS,C09-Agents acting on the Renin-Angiotensin system,NBPYEANB,Australia,2010,137.4
PHARARAS,C09-Agents acting on the Renin-Angiotensin system,NBPYEANB,Australia,2011,134.9
PHARARAS,C09-Agents acting on the Renin-Angiotensin system,NBPYEANB,Australia,2012,134.5
PHARARAS,C09-Agents acting on the Renin-Angiotensin system,NBPYEANB,Australia,2013,135.5
PHARARAS,C09-Agents acting on the Renin-Angiotensin system,NBPYEANB,Australia,2014,132.6
PHARARAS,C09-Agents acting on the Renin-Angiotensin system,NBPYEANB,Australia,2015,129.1
PHARARAS,C09-Agents acting on the Renin-Angiotensin system,NBPYEANB,Australia,2016,126.9
PHARARAS,C09-Agents acting on the Renin-Angiotensin system,NBPYEANB,Australia,2017,125.2
PHARARAS,C09-Agents acting on the Renin-Angiotensin system,NBPYEANB,Australia,2018,124.5
PHARARAS,C09-Agents acting on the Renin-Angiotensin system,NBPYEANB,Australia,2019,123.7
PHARARAS,C09-Agents acting on the Renin-Angiotensin system,NBPYEANB,Australia,2020,126.1
PHARCHLS,C10-Lipid modifying agents,NBPYEANB,Australia,2010,131.4
PHARCHLS,C10-Lipid modifying agents,NBPYEANB,Australia,2011,137.2
PHARCHLS,C10-Lipid modifying agents,NBPYEANB,Australia,2012,135.8
PHARCHLS,C10-Lipid modifying agents,NBPYEANB,Australia,2013,134.2
PHARCHLS,C10-Lipid modifying agents,NBPYEANB,Australia,2014,131.6
PHARCHLS,C10-Lipid modifying agents,NBPYEANB,Australia,2015,134
PHARCHLS,C10-Lipid modifying agents,NBPYEANB,Australia,2016,133.5
PHARCHLS,C10-Lipid modifying agents,NBPYEANB,Australia,2017,134.1
PHARCHLS,C10-Lipid modifying agents,NBPYEANB,Australia,2018,138.8
PHARCHLS,C10-Lipid modifying agents,NBPYEANB,Australia,2019,140.7
PHARCHLS,C10-Lipid modifying agents,NBPYEANB,Australia,2020,147.4
PHARGENU,G-Genito urinary system and sex hormones,NBPYEANB,Australia,2010,31.4
PHARGENU,G-Genito urinary system and sex hormones,NBPYEANB,Australia,2011,32.1
PHARGENU,G-Genito urinary system and sex hormones,NBPYEANB,Australia,2012,31.5
PHARGENU,G-Genito urinary system and sex hormones,NBPYEANB,Australia,2013,29.2
PHARGENU,G-Genito urinary system and sex hormones,NBPYEANB,Australia,2014,29.9
PHARGENU,G-Genito urinary system and sex hormones,NBPYEANB,Australia,2015,29.9
PHARGENU,G-Genito urinary system and sex hormones,NBPYEANB,Australia,2016,29.8
PHARGENU,G-Genito urinary system and sex hormones,NBPYEANB,Australia,2017,30
PHARGENU,G-Genito urinary system and sex hormones,NBPYEANB,Australia,2018,29.9
PHARGENU,G-Genito urinary system and sex hormones,NBPYEANB,Australia,2019,30.2
PHARGENU,G-Genito urinary system and sex hormones,NBPYEANB,Australia,2020,30
PHARSHMG,G03-Sex hormones and modulators of the genital system,NBPYEANB,Australia,2010,27.1
PHARSHMG,G03-Sex hormones and modulators of the genital system,NBPYEANB,Australia,2011,27.4
PHARSHMG,G03-Sex hormones and modulators of the genital system,NBPYEANB,Australia,2012,27.7
PHARSHMG,G03-Sex hormones and modulators of the genital system,NBPYEANB,Australia,2013,27.2
PHARSHMG,G03-Sex hormones and modulators of the genital system,NBPYEANB,Australia,2014,27.9
PHARSHMG,G03-Sex hormones and modulators of the genital system,NBPYEANB,Australia,2015,27.9
PHARSHMG,G03-Sex hormones and modulators of the genital system,NBPYEANB,Australia,2016,27.8
PHARSHMG,G03-Sex hormones and modulators of the genital system,NBPYEANB,Australia,2017,28
PHARSHMG,G03-Sex hormones and modulators of the genital system,NBPYEANB,Australia,2018,27.9
PHARSHMG,G03-Sex hormones and modulators of the genital system,NBPYEANB,Australia,2019,28.2
PHARSHMG,G03-Sex hormones and modulators of the genital system,NBPYEANB,Australia,2020,27.9
PHARHORM,"H-Systemic hormonal preparations, excluding sex hormones and insulins",NBPYEANB,Australia,2010,33
PHARHORM,"H-Systemic hormonal preparations, excluding sex hormones and insulins",NBPYEANB,Australia,2011,34
PHARHORM,"H-Systemic hormonal preparations, excluding sex hormones and insulins",NBPYEANB,Australia,2012,36.2
PHARHORM,"H-Systemic hormonal preparations, excluding sex hormones and insulins",NBPYEANB,Australia,2013,38
PHARHORM,"H-Systemic hormonal preparations, excluding sex hormones and insulins",NBPYEANB,Australia,2014,39.5
PHARHORM,"H-Systemic hormonal preparations, excluding sex hormones and insulins",NBPYEANB,Australia,2015,40.7
PHARHORM,"H-Systemic hormonal preparations, excluding sex hormones and insulins",NBPYEANB,Australia,2016,41.3
PHARHORM,"H-Systemic hormonal preparations, excluding sex hormones and insulins",NBPYEANB,Australia,2017,41.5
PHARHORM,"H-Systemic hormonal preparations, excluding sex hormones and insulins",NBPYEANB,Australia,2018,41
PHARHORM,"H-Systemic hormonal preparations, excluding sex hormones and insulins",NBPYEANB,Australia,2019,41.5
PHARHORM,"H-Systemic hormonal preparations, excluding sex hormones and insulins",NBPYEANB,Australia,2020,39.6
PHARINFC,J-Antiinfectives for systemic use,NBPYEANB,Australia,2010,25.2
PHARINFC,J-Antiinfectives for systemic use,NBPYEANB,Australia,2011,26.1
PHARINFC,J-Antiinfectives for systemic use,NBPYEANB,Australia,2012,25.3
PHARINFC,J-Antiinfectives for systemic use,NBPYEANB,Australia,2013,20.6
PHARINFC,J-Antiinfectives for systemic use,NBPYEANB,Australia,2014,21
PHARINFC,J-Antiinfectives for systemic use,NBPYEANB,Australia,2015,21
PHARINFC,J-Antiinfectives for systemic use,NBPYEANB,Australia,2016,20.8
PHARINFC,J-Antiinfectives for systemic use,NBPYEANB,Australia,2017,20.2
PHARINFC,J-Antiinfectives for systemic use,NBPYEANB,Australia,2018,19.5
PHARINFC,J-Antiinfectives for systemic use,NBPYEANB,Australia,2019,19.9
PHARINFC,J-Antiinfectives for systemic use,NBPYEANB,Australia,2020,16.4
PHARBIOT,J01-Antibacterials for systemic use,NBPYEANB,Australia,2010,24.1
PHARBIOT,J01-Antibacterials for systemic use,NBPYEANB,Australia,2011,24.8
PHARBIOT,J01-Antibacterials for systemic use,NBPYEANB,Australia,2012,23.7
PHARBIOT,J01-Antibacterials for systemic use,NBPYEANB,Australia,2013,18.5
PHARBIOT,J01-Antibacterials for systemic use,NBPYEANB,Australia,2014,18.8
PHARBIOT,J01-Antibacterials for systemic use,NBPYEANB,Australia,2015,18.8
PHARBIOT,J01-Antibacterials for systemic use,NBPYEANB,Australia,2016,18.3
PHARBIOT,J01-Antibacterials for systemic use,NBPYEANB,Australia,2017,17.8
PHARBIOT,J01-Antibacterials for systemic use,NBPYEANB,Australia,2018,17.2
PHARBIOT,J01-Antibacterials for systemic use,NBPYEANB,Australia,2019,17.6
PHARBIOT,J01-Antibacterials for systemic use,NBPYEANB,Australia,2020,14.2
PHARSKEL,M-Musculo-skeletal system,NBPYEANB,Australia,2010,40.2
PHARSKEL,M-Musculo-skeletal system,NBPYEANB,Australia,2011,61.3
PHARSKEL,M-Musculo-skeletal system,NBPYEANB,Australia,2012,66.3
PHARSKEL,M-Musculo-skeletal system,NBPYEANB,Australia,2013,41.4
PHARSKEL,M-Musculo-skeletal system,NBPYEANB,Australia,2014,42.2
PHARSKEL,M-Musculo-skeletal system,NBPYEANB,Australia,2015,43.5
PHARSKEL,M-Musculo-skeletal system,NBPYEANB,Australia,2016,44.7
PHARSKEL,M-Musculo-skeletal system,NBPYEANB,Australia,2017,46
PHARSKEL,M-Musculo-skeletal system,NBPYEANB,Australia,2018,48.8
PHARSKEL,M-Musculo-skeletal system,NBPYEANB,Australia,2019,49.9
PHARSKEL,M-Musculo-skeletal system,NBPYEANB,Australia,2020,51.2
PHARFLAM,M01A-Antiinflammatory and antirheumatic products non-steroids,NBPYEANB,Australia,2010,23.9
PHARFLAM,M01A-Antiinflammatory and antirheumatic products non-steroids,NBPYEANB,Australia,2011,22.9
PHARFLAM,M01A-Antiinflammatory and antirheumatic products non-steroids,NBPYEANB,Australia,2012,22.5
PHARFLAM,M01A-Antiinflammatory and antirheumatic products non-steroids,NBPYEANB,Australia,2013,22.7
PHARFLAM,M01A-Antiinflammatory and antirheumatic products non-steroids,NBPYEANB,Australia,2014,22.3
PHARFLAM,M01A-Antiinflammatory and antirheumatic products non-steroids,NBPYEANB,Australia,2015,22
PHARFLAM,M01A-Antiinflammatory and antirheumatic products non-steroids,NBPYEANB,Australia,2016,21.6
PHARFLAM,M01A-Antiinflammatory and antirheumatic products non-steroids,NBPYEANB,Australia,2017,20.8
PHARFLAM,M01A-Antiinflammatory and antirheumatic products non-steroids,NBPYEANB,Australia,2018,20.6
PHARFLAM,M01A-Antiinflammatory and antirheumatic products non-steroids,NBPYEANB,Australia,2019,19.9
PHARFLAM,M01A-Antiinflammatory and antirheumatic products non-steroids,NBPYEANB,Australia,2020,19.5
PHARCNSY,N-Nervous system,NBPYEANB,Australia,2010,170.4
PHARCNSY,N-Nervous system,NBPYEANB,Australia,2011,184.4
PHARCNSY,N-Nervous system,NBPYEANB,Australia,2012,187
PHARCNSY,N-Nervous system,NBPYEANB,Australia,2013,189
PHARCNSY,N-Nervous system,NBPYEANB,Australia,2014,196.6
PHARCNSY,N-Nervous system,NBPYEANB,Australia,2015,203.3
PHARCNSY,N-Nervous system,NBPYEANB,Australia,2016,180.1
PHARCNSY,N-Nervous system,NBPYEANB,Australia,2017,181.9
PHARCNSY,N-Nervous system,NBPYEANB,Australia,2018,185
PHARCNSY,N-Nervous system,NBPYEANB,Australia,2019,187.1
PHARCNSY,N-Nervous system,NBPYEANB,Australia,2020,194.1
PHARANAL,N02-Analgesics,NBPYEANB,Australia,2010,34.4
PHARANAL,N02-Analgesics,NBPYEANB,Australia,2011,38.3
PHARANAL,N02-Analgesics,NBPYEANB,Australia,2012,40.9
PHARANAL,N02-Analgesics,NBPYEANB,Australia,2013,42.4
PHARANAL,N02-Analgesics,NBPYEANB,Australia,2014,43.2
PHARANAL,N02-Analgesics,NBPYEANB,Australia,2015,45.1
PHARANAL,N02-Analgesics,NBPYEANB,Australia,2016,18.3
PHARANAL,N02-Analgesics,NBPYEANB,Australia,2017,17.5
PHARANAL,N02-Analgesics,NBPYEANB,Australia,2018,17.2
PHARANAL,N02-Analgesics,NBPYEANB,Australia,2019,16.4
PHARANAL,N02-Analgesics,NBPYEANB,Australia,2020,16
PHARANXO,N05B-Anxiolytics,NBPYEANB,Australia,2010,15.1
PHARANXO,N05B-Anxiolytics,NBPYEANB,Australia,2011,15.1
PHARANXO,N05B-Anxiolytics,NBPYEANB,Australia,2012,13.7
PHARANXO,N05B-Anxiolytics,NBPYEANB,Australia,2013,11.4
PHARANXO,N05B-Anxiolytics,NBPYEANB,Australia,2014,10.2
PHARANXO,N05B-Anxiolytics,NBPYEANB,Australia,2015,9.6
PHARANXO,N05B-Anxiolytics,NBPYEANB,Australia,2016,9.3
PHARANXO,N05B-Anxiolytics,NBPYEANB,Australia,2017,8.1
PHARANXO,N05B-Anxiolytics,NBPYEANB,Australia,2018,7.6
PHARANXO,N05B-Anxiolytics,NBPYEANB,Australia,2019,7
PHARANXO,N05B-Anxiolytics,NBPYEANB,Australia,2020,6.7
PHARHYPN,N05C-Hypnotics and sedatives,NBPYEANB,Australia,2010,7.4
PHARHYPN,N05C-Hypnotics and sedatives,NBPYEANB,Australia,2011,7.4
PHARHYPN,N05C-Hypnotics and sedatives,NBPYEANB,Australia,2012,6.3
PHARHYPN,N05C-Hypnotics and sedatives,NBPYEANB,Australia,2013,4.7
PHARHYPN,N05C-Hypnotics and sedatives,NBPYEANB,Australia,2014,4.5
PHARHYPN,N05C-Hypnotics and sedatives,NBPYEANB,Australia,2015,4.2
PHARHYPN,N05C-Hypnotics and sedatives,NBPYEANB,Australia,2016,3.9
PHARHYPN,N05C-Hypnotics and sedatives,NBPYEANB,Australia,2017,3.7
PHARHYPN,N05C-Hypnotics and sedatives,NBPYEANB,Australia,2018,3.5
PHARHYPN,N05C-Hypnotics and sedatives,NBPYEANB,Australia,2019,3.2
PHARHYPN,N05C-Hypnotics and sedatives,NBPYEANB,Australia,2020,2.9
PHARDEPR,N06A-Antidepressants,NBPYEANB,Australia,2010,80.4
PHARDEPR,N06A-Antidepressants,NBPYEANB,Australia,2011,88.9
PHARDEPR,N06A-Antidepressants,NBPYEANB,Australia,2012,91.7
PHARDEPR,N06A-Antidepressants,NBPYEANB,Australia,2013,96.2
PHARDEPR,N06A-Antidepressants,NBPYEANB,Australia,2014,100.7
PHARDEPR,N06A-Antidepressants,NBPYEANB,Australia,2015,104.1
PHARDEPR,N06A-Antidepressants,NBPYEANB,Australia,2016,106.5
PHARDEPR,N06A-Antidepressants,NBPYEANB,Australia,2017,109.3
PHARDEPR,N06A-Antidepressants,NBPYEANB,Australia,2018,112.2
PHARDEPR,N06A-Antidepressants,NBPYEANB,Australia,2019,115.6
PHARDEPR,N06A-Antidepressants,NBPYEANB,Australia,2020,122.2
PHARRESS,R-Respiratory system,NBPYEANB,Australia,2010,43.6
PHARRESS,R-Respiratory system,NBPYEANB,Australia,2011,43.6
PHARRESS,R-Respiratory system,NBPYEANB,Australia,2012,41.5
PHARRESS,R-Respiratory system,NBPYEANB,Australia,2013,38.2
PHARRESS,R-Respiratory system,NBPYEANB,Australia,2014,38.1
PHARRESS,R-Respiratory system,NBPYEANB,Australia,2015,37.5
PHARRESS,R-Respiratory system,NBPYEANB,Australia,2016,36.1
PHARRESS,R-Respiratory system,NBPYEANB,Australia,2017,35.8
PHARRESS,R-Respiratory system,NBPYEANB,Australia,2018,33.4
PHARRESS,R-Respiratory system,NBPYEANB,Australia,2019,32.2
PHARRESS,R-Respiratory system,NBPYEANB,Australia,2020,33.4
PHAROBAI,R03-Drugs for obstructive airway diseases,NBPYEANB,Australia,2010,38.2
PHAROBAI,R03-Drugs for obstructive airway diseases,NBPYEANB,Australia,2011,38.3
PHAROBAI,R03-Drugs for obstructive airway diseases,NBPYEANB,Australia,2012,37.9
PHAROBAI,R03-Drugs for obstructive airway diseases,NBPYEANB,Australia,2013,37.4
PHAROBAI,R03-Drugs for obstructive airway diseases,NBPYEANB,Australia,2014,37.3
PHAROBAI,R03-Drugs for obstructive airway diseases,NBPYEANB,Australia,2015,36.7
PHAROBAI,R03-Drugs for obstructive airway diseases,NBPYEANB,Australia,2016,35.4
PHAROBAI,R03-Drugs for obstructive airway diseases,NBPYEANB,Australia,2017,35.2
PHAROBAI,R03-Drugs for obstructive airway diseases,NBPYEANB,Australia,2018,33
PHAROBAI,R03-Drugs for obstructive airway diseases,NBPYEANB,Australia,2019,31.9
PHAROBAI,R03-Drugs for obstructive airway diseases,NBPYEANB,Australia,2020,33.1
PATCTOTT,Total pharmaceutical sales,MLLNCUMT,Australia,2010,9795
PATCTOTT,Total pharmaceutical sales,MLLNCUMT,Australia,2011,10261
PATCTOTT,Total pharmaceutical sales,MLLNCUMT,Australia,2012,10355
PATCTOTT,Total pharmaceutical sales,MLLNCUMT,Australia,2013,11820
PATCTOTT,Total pharmaceutical sales,MLLNCUMT,Australia,2014,11888
PATCTOTT,Total pharmaceutical sales,MLLNCUMT,Australia,2015,12284
PATCTOTT,Total pharmaceutical sales,MLLNCUMT,Australia,2016,15305
PATCTOTT,Total pharmaceutical sales,MLLNCUMT,Australia,2017,14774
PATCTOTT,Total pharmaceutical sales,MLLNCUMT,Australia,2018,14905
PATCTOTT,Total pharmaceutical sales,MLLNCUMT,Australia,2019,15559
PATCTOTT,Total pharmaceutical sales,MLLNCUMT,Australia,2020,16614
PATCTOTT,Total pharmaceutical sales,MTMOTCMT,Australia,2010,8984.9
PATCTOTT,Total pharmaceutical sales,MTMOTCMT,Australia,2011,10584.2
PATCTOTT,Total pharmaceutical sales,MTMOTCMT,Australia,2012,10721.7
PATCTOTT,Total pharmaceutical sales,MTMOTCMT,Australia,2013,11411
PATCTOTT,Total pharmaceutical sales,MTMOTCMT,Australia,2014,10716.1
PATCTOTT,Total pharmaceutical sales,MTMOTCMT,Australia,2015,9228.5
PATCTOTT,Total pharmaceutical sales,MTMOTCMT,Australia,2016,11377.4
PATCTOTT,Total pharmaceutical sales,MTMOTCMT,Australia,2017,11323.2
PATCTOTT,Total pharmaceutical sales,MTMOTCMT,Australia,2018,11136.3
PATCTOTT,Total pharmaceutical sales,MTMOTCMT,Australia,2019,10816.1
PATCTOTT,Total pharmaceutical sales,MTMOTCMT,Australia,2020,11433.6
PATCTOTT,Total pharmaceutical sales,MTMOPPMT,Australia,2010,6515.6
PATCTOTT,Total pharmaceutical sales,MTMOPPMT,Australia,2011,6790.6
PATCTOTT,Total pharmaceutical sales,MTMOPPMT,Australia,2012,6723.5
PATCTOTT,Total pharmaceutical sales,MTMOPPMT,Australia,2013,8167.9
PATCTOTT,Total pharmaceutical sales,MTMOPPMT,Australia,2014,8184.6
PATCTOTT,Total pharmaceutical sales,MTMOPPMT,Australia,2015,8335.5
PATCTOTT,Total pharmaceutical sales,MTMOPPMT,Australia,2016,10554
PATCTOTT,Total pharmaceutical sales,MTMOPPMT,Australia,2017,9999
PATCTOTT,Total pharmaceutical sales,MTMOPPMT,Australia,2018,10136.7
PATCTOTT,Total pharmaceutical sales,MTMOPPMT,Australia,2019,10493.8
PATCTOTT,Total pharmaceutical sales,MTMOPPMT,Australia,2020,11489.6
PATCTOTT,Total pharmaceutical sales,TCPPERMT,Australia,2010,407.8
PATCTOTT,Total pharmaceutical sales,TCPPERMT,Australia,2011,473.8
PATCTOTT,Total pharmaceutical sales,TCPPERMT,Australia,2012,471.6
PATCTOTT,Total pharmaceutical sales,TCPPERMT,Australia,2013,493.4
PATCTOTT,Total pharmaceutical sales,TCPPERMT,Australia,2014,456.5
